species,locus,accession,seq_len,sci_name,ncbi_name,ncbi_taxid,outgroup_status
Amauropelta_germaniana,trnL-trnF,MG818283,332,Amauropelta germaniana (Fée) Salino & T. E. Almeida,Amauropelta germaniana (Fee) Salino & T.E.Almeida,2516309,in
Amauropelta_glanduligera,rbcL,JN572356,1268,Amauropelta glanduligera (Kunze) Y. H. Chang,Amauropelta glanduligera (Kunze) Y.H.Chang,872879,in
Amauropelta_glanduligera,rps4,JN572194,540,Amauropelta glanduligera (Kunze) Y. H. Chang,Amauropelta glanduligera (Kunze) Y.H.Chang,872879,in
Amauropelta_glanduligera,rps4-trnS,JN572194,471,Amauropelta glanduligera (Kunze) Y. H. Chang,Amauropelta glanduligera (Kunze) Y.H.Chang,872879,in
Amauropelta_glandulosolanosa,rps4,MG818250,560,Amauropelta glandulosolanosa (C. Chr.) Salino & T. E. Almeida,Amauropelta glandulosolanosa (C.Chr.) Salino & T.E.Almeida,2516310,in
Amauropelta_glandulosolanosa,rps4-trnS,MG818250,525,Amauropelta glandulosolanosa (C. Chr.) Salino & T. E. Almeida,Amauropelta glandulosolanosa (C.Chr.) Salino & T.E.Almeida,2516310,in
Amauropelta_glandulosolanosa,trnL-trnF,MG818273,338,Amauropelta glandulosolanosa (C. Chr.) Salino & T. E. Almeida,Amauropelta glandulosolanosa (C.Chr.) Salino & T.E.Almeida,2516310,in
Amauropelta_globulifera,atpA,EF463883,1506,Amauropelta globulifera (Brack.) Holttum,Amauropelta globulifera (Brack.) Holttum,449896,in
Amauropelta_globulifera,atpB,EF463543,1278,Amauropelta globulifera (Brack.) Holttum,Amauropelta globulifera (Brack.) Holttum,449896,in
Amauropelta_globulifera,rbcL,EF463287,1308,Amauropelta globulifera (Brack.) Holttum,Amauropelta globulifera (Brack.) Holttum,449896,in
Amauropelta_gracilis,atpA,EF463884,1506,Amauropelta gracilis (Heward) A. R. Sm.,Amauropelta gracilis (Heward) A.R.Sm.,449897,in
Amauropelta_gracilis,atpB,EF463544,1278,Amauropelta gracilis (Heward) A. R. Sm.,Amauropelta gracilis (Heward) A.R.Sm.,449897,in
Amauropelta_gracilis,rbcL,EF463288,1308,Amauropelta gracilis (Heward) A. R. Sm.,Amauropelta gracilis (Heward) A.R.Sm.,449897,in
Amauropelta_heteroclita,rps4,MG818255,561,Amauropelta heteroclita (Desv.) Pic. Serm.,Amauropelta heteroclita (Desv.) Pic.Serm.,2516311,in
Amauropelta_heteroclita,rps4-trnS,MG818255,526,Amauropelta heteroclita (Desv.) Pic. Serm.,Amauropelta heteroclita (Desv.) Pic.Serm.,2516311,in
Amauropelta_heteroclita,trnL-trnF,MG818276,315,Amauropelta heteroclita (Desv.) Pic. Serm.,Amauropelta heteroclita (Desv.) Pic.Serm.,2516311,in
Amauropelta_heteroptera,rbcL,KF992415,1217,Amauropelta heteroptera (Desv.) Holttum,Amauropelta heteroptera (Desv.) Holttum,1521196,in
Amauropelta_heteroptera,rps4,KT805080,556,Amauropelta heteroptera (Desv.) Holttum,Amauropelta heteroptera (Desv.) Holttum,1521196,in
Amauropelta_heteroptera,rps4-trnS,KT805080,571,Amauropelta heteroptera (Desv.) Holttum,Amauropelta heteroptera (Desv.) Holttum,1521196,in
Amauropelta_heteroptera,trnL-trnF,KT805004,832,Amauropelta heteroptera (Desv.) Holttum,Amauropelta heteroptera (Desv.) Holttum,1521196,in
Amauropelta_inabonensis,rps4,MG818263,556,Amauropelta inabonensis (Proctor) Salino & T. E. Almeida,Amauropelta inabonensis (Proctor) Salino & T.E.Almeida,2516312,in
Amauropelta_inabonensis,rps4-trnS,MG818263,525,Amauropelta inabonensis (Proctor) Salino & T. E. Almeida,Amauropelta inabonensis (Proctor) Salino & T.E.Almeida,2516312,in
Amauropelta_inabonensis,trnL-trnF,MG818284,335,Amauropelta inabonensis (Proctor) Salino & T. E. Almeida,Amauropelta inabonensis (Proctor) Salino & T.E.Almeida,2516312,in
Amauropelta_juergensii,rps4,KT805081,556,Amauropelta juergensii (Rosenst.) Salino & T. E. Almeida,Amauropelta juergensii (Rosenst.) Salino & T.E.Almeida,1729488,in
Amauropelta_juergensii,rps4-trnS,KT805081,524,Amauropelta juergensii (Rosenst.) Salino & T. E. Almeida,Amauropelta juergensii (Rosenst.) Salino & T.E.Almeida,1729488,in
Amauropelta_juergensii,trnL-trnF,KT805005,820,Amauropelta juergensii (Rosenst.) Salino & T. E. Almeida,Amauropelta juergensii (Rosenst.) Salino & T.E.Almeida,1729488,in
Amauropelta_linkiana,atpA,EF463886,1506,Amauropelta linkiana (C. Presl) Pic. Serm.,Amauropelta linkiana (C.Presl) Pic.Serm.,449899,in
Amauropelta_linkiana,atpB,EF463546,1278,Amauropelta linkiana (C. Presl) Pic. Serm.,Amauropelta linkiana (C.Presl) Pic.Serm.,449899,in
Amauropelta_linkiana,rbcL,EF463290,1308,Amauropelta linkiana (C. Presl) Pic. Serm.,Amauropelta linkiana (C.Presl) Pic.Serm.,449899,in
Amauropelta_longipilosa,rps4,MG818258,556,Amauropelta longipilosa (Sodiro) Salino & T. E. Almeida,"Amauropelta balbisii var. longipilosa (C.Chr.) C.Sanchez, Alvarez, O. & Caluff",2516305,in
Amauropelta_longipilosa,rps4-trnS,MG818258,525,Amauropelta longipilosa (Sodiro) Salino & T. E. Almeida,"Amauropelta balbisii var. longipilosa (C.Chr.) C.Sanchez, Alvarez, O. & Caluff",2516305,in
Amauropelta_longipilosa,trnL-trnF,MG818279,319,Amauropelta longipilosa (Sodiro) Salino & T. E. Almeida,"Amauropelta balbisii var. longipilosa (C.Chr.) C.Sanchez, Alvarez, O. & Caluff",2516305,in
Amauropelta_miyagii,rbcL,AB575030,1205,Amauropelta miyagii (H. Ito) S. E. Fawc. & A. R. Sm.,Parathelypteris miyagii (H.Ito) Nakaike,872889,in
Amauropelta_nevadensis,rbcL,MG215359,553,Amauropelta nevadensis (Baker) S. E. Fawc. & A. R. Sm.,Thelypteris nevadensis (Baker) Clute ex C.V.Morton,173888,in
Amauropelta_noveboracensis,atpA,EF463889,1506,Amauropelta noveboracensis (L.) S. E. Fawc. & A. R. Sm.,Parathelypteris noveboracensis (L.) Ching,449902,in
Amauropelta_noveboracensis,atpB,EF463549,1276,Amauropelta noveboracensis (L.) S. E. Fawc. & A. R. Sm.,Parathelypteris noveboracensis (L.) Ching,449902,in
Amauropelta_noveboracensis,rbcL,EF463293,1308,Amauropelta noveboracensis (L.) S. E. Fawc. & A. R. Sm.,Parathelypteris noveboracensis (L.) Ching,449902,in
Amauropelta_oaxacana,rbcL,MW138238,1309,Amauropelta oaxacana (A. R. Sm.) Salino & T. E. Almeida,Amauropelta oaxacana (A.R.Sm.) Salino & T.E.Almeida,2757746,in
Amauropelta_oligocarpa,atpA,EF463890,1506,Amauropelta oligocarpa (Humb. & Bonpl. ex Willd.) Pic. Serm.,Amauropelta oligocarpa (Humb. & Bonpl. ex Willd.) Pic.Serm.,173866,in
Amauropelta_oligocarpa,atpB,EF463550,1278,Amauropelta oligocarpa (Humb. & Bonpl. ex Willd.) Pic. Serm.,Amauropelta oligocarpa (Humb. & Bonpl. ex Willd.) Pic.Serm.,173866,in
Amauropelta_oligocarpa,rbcL,EF463294,1308,Amauropelta oligocarpa (Humb. & Bonpl. ex Willd.) Pic. Serm.,Amauropelta oligocarpa (Humb. & Bonpl. ex Willd.) Pic.Serm.,173866,in
Amauropelta_opposita,rps4,MG818265,561,Amauropelta opposita (M. Vahl) Pic. Serm.,Amauropelta opposita (Vahl) Pic.Serm.,2516313,in
Amauropelta_opposita,rps4-trnS,MG818265,531,Amauropelta opposita (M. Vahl) Pic. Serm.,Amauropelta opposita (Vahl) Pic.Serm.,2516313,in
Amauropelta_opposita,trnL-trnF,MG818286,317,Amauropelta opposita (M. Vahl) Pic. Serm.,Amauropelta opposita (Vahl) Pic.Serm.,2516313,in
Amauropelta_oppositiformis,rbcL,KF992416,1220,Amauropelta oppositiformis (C. Chr.) Holttum,Amauropelta oppositiformis (C.Chr.) Holttum,1521197,in
Amauropelta_oppositiformis,rps4,KT805083,556,Amauropelta oppositiformis (C. Chr.) Holttum,Amauropelta oppositiformis (C.Chr.) Holttum,1521197,in
Amauropelta_oppositiformis,rps4-trnS,KT805083,567,Amauropelta oppositiformis (C. Chr.) Holttum,Amauropelta oppositiformis (C.Chr.) Holttum,1521197,in
Amauropelta_oppositiformis,trnL-trnF,KT805007,832,Amauropelta oppositiformis (C. Chr.) Holttum,Amauropelta oppositiformis (C.Chr.) Holttum,1521197,in
Amauropelta_pachyrhachis,trnL-trnF,KT805008,792,Amauropelta pachyrhachis (Kunze ex Mett.) Salino & T. E. Almeida,Amauropelta pachyrhachis (Kunze ex Mett.) Salino & T.E.Almeida,1729489,in
Amauropelta_patula,rps4,KT805084,540,Amauropelta patula (Fée) Salino & T. E. Almeida,Amauropelta patula (Fee) Salino & T.E.Almeida,1735062,in
Amauropelta_patula,rps4-trnS,KT805084,560,Amauropelta patula (Fée) Salino & T. E. Almeida,Amauropelta patula (Fee) Salino & T.E.Almeida,1735062,in
Amauropelta_patula,trnL-trnF,KT805009,822,Amauropelta patula (Fée) Salino & T. E. Almeida,Amauropelta patula (Fee) Salino & T.E.Almeida,1735062,in
Amauropelta_pilosula,rps4,MG818269,573,Amauropelta pilosula (Klotzsch & H. Karst. ex Mett.) Á. & D. Löve,Amauropelta pilosula (Klotzsch & H.Karst. ex Mett.) A.Love & D.Love,2516314,in
Amauropelta_pilosula,rps4-trnS,MG818269,524,Amauropelta pilosula (Klotzsch & H. Karst. ex Mett.) Á. & D. Löve,Amauropelta pilosula (Klotzsch & H.Karst. ex Mett.) A.Love & D.Love,2516314,in
Amauropelta_pilosula,trnL-trnF,MG818290,321,Amauropelta pilosula (Klotzsch & H. Karst. ex Mett.) Á. & D. Löve,Amauropelta pilosula (Klotzsch & H.Karst. ex Mett.) A.Love & D.Love,2516314,in
Amauropelta_ptarmica,rps4,KT805085,551,Amauropelta ptarmica (Kunze ex Mett.) Pic. Serm.,Amauropelta ptarmica (Kunze ex Mett.) Pic.Serm.,1729491,in
Amauropelta_ptarmica,rps4-trnS,KT805085,553,Amauropelta ptarmica (Kunze ex Mett.) Pic. Serm.,Amauropelta ptarmica (Kunze ex Mett.) Pic.Serm.,1729491,in
Amauropelta_ptarmica,trnL-trnF,KT805010,829,Amauropelta ptarmica (Kunze ex Mett.) Pic. Serm.,Amauropelta ptarmica (Kunze ex Mett.) Pic.Serm.,1729491,in
Amauropelta_pusilla,trnL-trnF,MK112897,368,Amauropelta pusilla (Mett.) A. R. Sm.,Amauropelta pusilla (Mett.) A.R.Sm.,2681768,in
Amauropelta_raddii,rps4,KT805086,556,Amauropelta raddii (Rosenst.) Salino & T. E. Almeida,Amauropelta raddii (Rosenst.) Salino & T.E.Almeida,1729492,in
Amauropelta_raddii,rps4-trnS,KT805086,549,Amauropelta raddii (Rosenst.) Salino & T. E. Almeida,Amauropelta raddii (Rosenst.) Salino & T.E.Almeida,1729492,in
Amauropelta_raddii,trnL-trnF,KT805011,833,Amauropelta raddii (Rosenst.) Salino & T. E. Almeida,Amauropelta raddii (Rosenst.) Salino & T.E.Almeida,1729492,in
Amauropelta_regnelliana,rps4,KT805087,507,Amauropelta regnelliana (C. Chr.) Salino & T. E. Almeida,Amauropelta regnelliana (C.Chr.) Salino & T.E.Almeida,1729493,in
Amauropelta_regnelliana,rps4-trnS,KT805087,541,Amauropelta regnelliana (C. Chr.) Salino & T. E. Almeida,Amauropelta regnelliana (C.Chr.) Salino & T.E.Almeida,1729493,in
Amauropelta_regnelliana,trnL-trnF,KT805012,835,Amauropelta regnelliana (C. Chr.) Salino & T. E. Almeida,Amauropelta regnelliana (C.Chr.) Salino & T.E.Almeida,1729493,in
Amauropelta_resinifera,rps4,MG818247,560,Amauropelta resinifera (Desv.) Pic. Serm.,Amauropelta resinifera (Desv.) Pic.Serm.,2516315,in
Amauropelta_resinifera,rps4-trnS,MG818247,525,Amauropelta resinifera (Desv.) Pic. Serm.,Amauropelta resinifera (Desv.) Pic.Serm.,2516315,in
Amauropelta_retusa,rps4,KT805088,556,Amauropelta retusa (Sw.) Pic. Serm.,Amauropelta retusa (Sw.) Pic.Serm.,1729494,in
Amauropelta_retusa,rps4-trnS,KT805088,567,Amauropelta retusa (Sw.) Pic. Serm.,Amauropelta retusa (Sw.) Pic.Serm.,1729494,in
Amauropelta_retusa,trnL-trnF,KT805013,829,Amauropelta retusa (Sw.) Pic. Serm.,Amauropelta retusa (Sw.) Pic.Serm.,1729494,in
Amauropelta_rivularioides,rps4,KT805089,556,Amauropelta rivularioides (Fée) Salino & T. E. Almeida,Amauropelta rivularioides (Fee) Salino & T.E.Almeida,1729495,in
Amauropelta_rivularioides,rps4-trnS,KT805089,567,Amauropelta rivularioides (Fée) Salino & T. E. Almeida,Amauropelta rivularioides (Fee) Salino & T.E.Almeida,1729495,in
Amauropelta_rivularioides,trnL-trnF,KT805014,835,Amauropelta rivularioides (Fée) Salino & T. E. Almeida,Amauropelta rivularioides (Fee) Salino & T.E.Almeida,1729495,in
Amauropelta_rosenstockii,rps4,MG818266,567,Amauropelta rosenstockii (C. Chr.) Salino & T. E. Almeida,Amauropelta rosenstockii (C.Chr.) Salino & T.E.Almeida,2516316,in
Amauropelta_rosenstockii,rps4-trnS,MG818266,525,Amauropelta rosenstockii (C. Chr.) Salino & T. E. Almeida,Amauropelta rosenstockii (C.Chr.) Salino & T.E.Almeida,2516316,in
Amauropelta_rosenstockii,trnL-trnF,MG818287,322,Amauropelta rosenstockii (C. Chr.) Salino & T. E. Almeida,Amauropelta rosenstockii (C.Chr.) Salino & T.E.Almeida,2516316,in
Amauropelta_rudis,rbcL,MW138269,1309,Amauropelta rudis (Kunze) Pic. Serm.,Amauropelta rudis (Kunze) Pic.Serm.,2516317,in
Amauropelta_rufa,rps4,MG818267,550,Amauropelta rufa (Poir.) Salino & T. E. Almeida,Amauropelta rufa (Poir.) Salino & T.E.Almeida,2516318,in
Amauropelta_rufa,rps4-trnS,MG818267,525,Amauropelta rufa (Poir.) Salino & T. E. Almeida,Amauropelta rufa (Poir.) Salino & T.E.Almeida,2516318,in
Amauropelta_rufa,trnL-trnF,MG818288,324,Amauropelta rufa (Poir.) Salino & T. E. Almeida,Amauropelta rufa (Poir.) Salino & T.E.Almeida,2516318,in
Amauropelta_rustica,atpA,EF463895,1506,Amauropelta rustica (Fée) Salino & T. E. Almeida,Amauropelta rustica (Fee) Salino & T.E.Almeida,449908,in
Amauropelta_rustica,atpB,EF463555,1278,Amauropelta rustica (Fée) Salino & T. E. Almeida,Amauropelta rustica (Fee) Salino & T.E.Almeida,449908,in
Amauropelta_rustica,rbcL,EF463299,1308,Amauropelta rustica (Fée) Salino & T. E. Almeida,Amauropelta rustica (Fee) Salino & T.E.Almeida,449908,in
Amauropelta_salazica,rbcL,KF992417,1216,Amauropelta salazica (Holttum) Holttum,Amauropelta salazica (Holttum) Holttum,1521198,in
Amauropelta_sancta,rbcL,MG800661,575,Amauropelta sancta (L.) Pic. Serm.,Amauropelta sancta (L.) Pic.Serm.,2516319,in
Amauropelta_saxicola,rps4,KT805091,556,Amauropelta saxicola (Sw.) Salino & T. E. Almeida,Amauropelta saxicola (Sw.) Salino & T.E.Almeida,1729496,in
Amauropelta_saxicola,rps4-trnS,KT805091,550,Amauropelta saxicola (Sw.) Salino & T. E. Almeida,Amauropelta saxicola (Sw.) Salino & T.E.Almeida,1729496,in
Amauropelta_saxicola,trnL-trnF,KT805016,823,Amauropelta saxicola (Sw.) Salino & T. E. Almeida,Amauropelta saxicola (Sw.) Salino & T.E.Almeida,1729496,in
Amauropelta_strigosa,rbcL,KF992418,1247,Amauropelta strigosa (Willd.) Holttum,Amauropelta strigosa (Willd.) Holttum,1521199,in
Amauropelta_tomentosa,rbcL,KF992419,1246,Amauropelta tomentosa (Thouars) Holttum,Amauropelta tomentosa (Thouars) Holttum,1521200,in
Amauropelta_villana,rbcL,MW138211,1309,Amauropelta villana (L. D. Gómez) Salino & T. E. Almeida,Amauropelta villana (L.D.Gomez) Salino & T.E.Almeida,2757755,in
Amblovenatum_opulentum,atpA,EF463891,1506,Amblovenatum opulentum (Kaulf.) J. P. Roux,Amblovenatum opulentum (Kaulf.) J.P.Roux,449904,in
Amblovenatum_opulentum,atpB,EF463551,1278,Amblovenatum opulentum (Kaulf.) J. P. Roux,Amblovenatum opulentum (Kaulf.) J.P.Roux,449904,in
Amblovenatum_opulentum,rbcL,EF463295,1308,Amblovenatum opulentum (Kaulf.) J. P. Roux,Amblovenatum opulentum (Kaulf.) J.P.Roux,449904,in
Amblovenatum_terminans,rbcL,JN572316,1268,Amblovenatum terminans (Wall. ex Hook.) J. P. Roux,Amblovenatum terminans (Panigrahi) J.P.Roux,1132528,in
Amblovenatum_terminans,rps4,JN572157,540,Amblovenatum terminans (Wall. ex Hook.) J. P. Roux,Amblovenatum terminans (Panigrahi) J.P.Roux,1132528,in
Amblovenatum_terminans,rps4-trnS,JN572157,402,Amblovenatum terminans (Wall. ex Hook.) J. P. Roux,Amblovenatum terminans (Panigrahi) J.P.Roux,1132528,in
Amblovenatum_terminans,trnL-trnF,JN572233,286,Amblovenatum terminans (Wall. ex Hook.) J. P. Roux,Amblovenatum terminans (Panigrahi) J.P.Roux,1132528,in
Ampelopteris_prolifera,plastome,MT130611,67083,Ampelopteris prolifera (Retz.) Copel.,Ampelopteris prolifera (Retz.) Copel.,1132527,in
Ananthacorus_angustifolius,atpA,KU517449,1732,Ananthacorus angustifolius (Sw.) Underw. & Maxon,Ananthacorus angustifolius Underw. & Maxon,38540,in
Ananthacorus_angustifolius,rbcL,KU517577,1309,Ananthacorus angustifolius (Sw.) Underw. & Maxon,Ananthacorus angustifolius Underw. & Maxon,38540,in
Anchistea_virginica,rbcL,AY137660,1218,Anchistea virginica (L.) C. Presl,Anchistea virginica (L.) C.Presl,120733,in
Anchistea_virginica,rps4,AF533857,557,Anchistea virginica (L.) C. Presl,Anchistea virginica (L.) C.Presl,120733,in
Anchistea_virginica,rps4-trnS,AF533857,555,Anchistea virginica (L.) C. Presl,Anchistea virginica (L.) C.Presl,120733,in
Anemia_abbottii,rbcL,KT423808,1262,Anemia abbottii Maxon,Anemia abbottii Maxon,1844325,in
Anemia_adiantifolia,rbcL,AJ303395,1324,Anemia adiantifolia (L.) Sw.,Anemia adiantifolia (L.) Sw.,148548,in
Anemia_affinis,rbcL,KT423812,1262,Anemia affinis Baker,Anemia affinis Baker,1844326,in
Anemia_affinis,trnL-trnF,KT423392,392,Anemia affinis Baker,Anemia affinis Baker,1844326,in
Anemia_andersonii,rbcL,KT423813,1262,Anemia andersonii Mickel & Labiak,Anemia andersonii Mickel & Labiak,1844327,in
Anemia_andersonii,trnL-trnF,KT423465,395,Anemia andersonii Mickel & Labiak,Anemia andersonii Mickel & Labiak,1844327,in
Anemia_angolensis,rbcL,AJ303427,1325,Anemia angolensis Alston,Anemia angolensis Alston,148549,in
Anemia_aspera,rbcL,KT423814,1262,Anemia aspera (Fée) Baker,Anemia aspera (Fee) Baker,1844328,in
Anemia_aspera,trnL-trnF,KT423389,393,Anemia aspera (Fée) Baker,Anemia aspera (Fee) Baker,1844328,in
Anemia_australis,rbcL,KT423815,1262,Anemia australis (Mickel) M. Kessler & A. R. Sm.,Anemia australis (Mickel) M.Kessler & A.R.Sm.,1844329,in
Anemia_australis,trnL-trnF,KT423421,390,Anemia australis (Mickel) M. Kessler & A. R. Sm.,Anemia australis (Mickel) M.Kessler & A.R.Sm.,1844329,in
Anemia_buniifolia,rbcL,KT423816,1262,Anemia buniifolia (Gardner) T. Moore,Anemia buniifolia (Gardner) T.Moore,1844330,in
Anemia_buniifolia,trnL-trnF,KT423455,401,Anemia buniifolia (Gardner) T. Moore,Anemia buniifolia (Gardner) T.Moore,1844330,in
Anemia_caffrorum,rbcL,AJ303399,1309,Anemia caffrorum (L.) Christenh.,Anemia caffrorum (L.) Christenh.,148572,in
Anemia_cicutaria,rbcL,KT423819,1262,Anemia cicutaria Kunze,Anemia cicutaria Poepp. ex Spreng.,180984,in
Anemia_clinata,rbcL,KT423820,1262,Anemia clinata Mickel,Anemia clinata Mickel,1844331,in
Anemia_clinata,trnL-trnF,KT423386,392,Anemia clinata Mickel,Anemia clinata Mickel,1844331,in
Anemia_colimensis,rbcL,KT423821,1262,Anemia colimensis Mickel,Anemia colimensis Mickel,1844332,in
Anemia_colimensis,trnL-trnF,KT423522,387,Anemia colimensis Mickel,Anemia colimensis Mickel,1844332,in
Anemia_collina,rbcL,KT423822,1262,Anemia collina Raddi,Anemia collina Sm.,1844333,in
Anemia_collina,trnL-trnF,KT423438,392,Anemia collina Raddi,Anemia collina Sm.,1844333,in
Anemia_delphinopolica,rbcL,KT423825,1262,Anemia delphinopolica Doweld,Anemia delicatula Mickel,1844334,in
Anemia_delphinopolica,trnL-trnF,KT423419,400,Anemia delphinopolica Doweld,Anemia delicatula Mickel,1844334,in
Anemia_dentata,rbcL,KT423826,1262,Anemia dentata Gardner ex Field & Gardner,Anemia dentata Gardner,1844335,in
Anemia_dentata,trnL-trnF,KT423506,391,Anemia dentata Gardner ex Field & Gardner,Anemia dentata Gardner,1844335,in
Anemia_dregeana,rbcL,KT423828,1262,Anemia dregeana Kunze,Anemia dregeana Kunze,148550,in
Anemia_dregeana,trnL-trnF,KT423495,392,Anemia dregeana Kunze,Anemia dregeana Kunze,148550,in
Anemia_elaphoglossoides,rbcL,KT423829,1262,Anemia elaphoglossoides Mickel,Anemia elaphoglossoides Mickel,1844336,in
Anemia_elaphoglossoides,trnL-trnF,KT423463,400,Anemia elaphoglossoides Mickel,Anemia elaphoglossoides Mickel,1844336,in
Anemia_elegans,rbcL,KT423830,1262,Anemia elegans (Gardner) C. Presl,Anemia elegans (Gardner) C.Presl,1844337,in
Anemia_elegans,trnL-trnF,KT423449,382,Anemia elegans (Gardner) C. Presl,Anemia elegans (Gardner) C.Presl,1844337,in
Anemia_eximia,rbcL,KT423835,1262,Anemia eximia Taub.,Anemia eximia Taub.,1844338,in
Anemia_eximia,trnL-trnF,KT423487,382,Anemia eximia Taub.,Anemia eximia Taub.,1844338,in
Anemia_ferruginea,rbcL,KT423838,1262,Anemia ferruginea Kunth,Anemia ferruginea var. ferruginea,1844341,in
Anemia_ferruginea,trnL-trnF,KT423407,390,Anemia ferruginea Kunth,Anemia ferruginea var. ferruginea,1844341,in
Anemia_flexuosa,rbcL,KT423841,1262,Anemia flexuosa (Sav.) Sw.,Anemia flexuosa (Savigny) Sw.,1844342,in
Anemia_flexuosa,trnL-trnF,KT423409,391,Anemia flexuosa (Sav.) Sw.,Anemia flexuosa (Savigny) Sw.,1844342,in
Anemia_gardneri,rbcL,KT423842,1262,Anemia gardneri Hook.,Anemia gardneri Hook.,1844343,in
Anemia_gardneri,trnL-trnF,KT423425,388,Anemia gardneri Hook.,Anemia gardneri Hook.,1844343,in
Anemia_glareosa,rbcL,KT423843,1262,Anemia glareosa Gardner,Anemia glareosa Gardner,1844344,in
Anemia_glareosa,trnL-trnF,KT423450,391,Anemia glareosa Gardner,Anemia glareosa Gardner,1844344,in
Anemia_guatemalensis,rbcL,KT423846,1262,Anemia guatemalensis Maxon,Anemia guatemalensis Maxon,1844345,in
Anemia_guatemalensis,trnL-trnF,KT423512,391,Anemia guatemalensis Maxon,Anemia guatemalensis Maxon,1844345,in
Anemia_herzogii,rbcL,KT423847,1262,Anemia herzogii Rosenst.,Anemia herzogii Rosenst.,1844346,in
Anemia_herzogii,trnL-trnF,KT423406,392,Anemia herzogii Rosenst.,Anemia herzogii Rosenst.,1844346,in
Anemia_hirsuta,rbcL,KT423848,1262,Anemia hirsuta (L.) Sw.,Anemia hirsuta (L.) Sw.,148551,in
Anemia_hirsuta,trnL-trnF,KT423435,392,Anemia hirsuta (L.) Sw.,Anemia hirsuta (L.) Sw.,148551,in
Anemia_hirta,rbcL,KT423878,1262,Anemia hirta (L.) Sw.,Anemia mandioccana Hook.,1629058,in
Anemia_hirta,trnL-trnF,KT423503,393,Anemia hirta (L.) Sw.,Anemia mandioccana Hook.,1629058,in
Anemia_hispida,rbcL,KT423852,1262,Anemia hispida Kunze,Anemia hispida Kunze,1844347,in
Anemia_hispida,trnL-trnF,KT423451,392,Anemia hispida Kunze,Anemia hispida Kunze,1844347,in
Anemia_humilis,rbcL,KT423855,1262,Anemia humilis (Cav.) Sw.,Anemia humilis (Cav.) Sw.,1844348,in
Anemia_humilis,trnL-trnF,KT423448,396,Anemia humilis (Cav.) Sw.,Anemia humilis (Cav.) Sw.,1844348,in
Anemia_imbricata,rbcL,KT423858,1262,Anemia imbricata Sturm,Anemia imbricata J.W.Sturm,1844349,in
Anemia_imbricata,trnL-trnF,KT423379,387,Anemia imbricata Sturm,Anemia imbricata J.W.Sturm,1844349,in
